ID,quote,Author
238,"“Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, Who am I to be brilliant, gorgeous, talented, fabulous? Actually, who are you not to be?”","
    Marianne Williamson,
  "
239,“People will always have opinions about your decision because they're not courageous enough to take action on their opinion.”,"
    Steve Maraboli
  "
240,"“If you think you are beaten, you are","
    Walter D. Wintle
  "
241,"“If you are not the hero of your own story, then you're missing the whole point of your humanity.”","
    Steve Maraboli,
  "
242,"“A young outcast will often feel that there is something wrong with himself, but as he gets older, grows more confident in who he is, he will adapt, he will begin to feel that there is something wrong with everyone else.”","
    Criss Jami,
  "
243,“The level of success you achieve will be in direct proportion to the depth of your commitment.”,"
    Roy T. Bennett,
  "
244,"“Integrity is doing what is right and truthful, and doing as you say you would do.”","
    Roy T. Bennett,
  "
245,"“You have a unique gift to offer this world. Be true to yourself, be kind to yourself, read and learn about everything that interests you and keep away from people who bring you down. When you treat yourself kindly and respect the uniqueness of those around you, you will be giving this world an amazing gift... YOU!”","
    Steve Maraboli,
  "
246,"“Act as if! Act as if you're a wealthy man, rich already, and then you'll surely become rich. Act as if you have unmatched confidence and then people will surely have confidence in you. Act as if you have unmatched experience and then people will follow your advice. And act as if you are already a tremendous success, and as sure as I stand here today - you will become successful.”","
    Jordan Belfort,
  "
247,"“Annual income twenty pounds, annual expenditure nineteen nineteen and six , result happiness.","
    Charles Dickens,
  "
248,"“No matter what your history has been, your destiny is what you create today. What are you going to create?”","
    Steve Maraboli,
  "
249,“Don't bother just to be better than your contemporaries or predecessors. Try to be better than yourself.”,"
    William Faulkner
  "
250,"“I will be generous with my love today. I will sprinkle compliments and uplifting words everywhere I go. I will do this knowing that my words are like seeds and when they fall on fertile soil, a reflection of those seeds will grow into something greater.”","
    Steve Maraboli,
  "
251,“Times will change for the better when you change.”,"
    Maxwell Maltz
  "
252,“Your opinion is not my reality.”,"
    Steve Maraboli,
  "
253,"“When you are living the best version of yourself, you inspire others to live the best versions of themselves.”","
    Steve Maraboli,
  "
254,"“Plants are more courageous than almost all human beings: an orange tree would rather die than produce lemons, whereas instead of dying the average person would rather be someone they are not.”","
    Mokokoma Mokhonoana
  "
255,"“‎Today is a new day. It's a day you have never seen before and will never see again. Stop telling yourself the 'same crap, different day' lie! How many days has that lie stolen from you? Seize the wonder and uniqueness of today! Recognize that throughout this beautiful day, you have an incredible amount of opportunities to move your life into the direction you want it to go.”","
    Steve Maraboli,
  "
256,"“God is whispering in your heart, in the whole existence, just tune your ears.”","
    Amit Ray,
  "
257,"“12--Lose Battles, But Win The War: Grand Strategy","
    Robert Greene,
  "
258,“Leaders are limited by their vision rather than by their abilities.”,"
    Roy T. Bennett
  "
259,"“Life has no limitations, except the ones you make.”","
    Les Brown
  "
260,“Ever Tried. Ever Failed. No matter. Try again. Fail again. Fail better.”,"
    Samuel Beckett
  "
261,"“Now is the time to get serious about living your ideals. How long can you afford to put off who you really want to be? Your nobler self cannot wait any longer. Put your principles into practice – now. Stop the excuses and the procrastination. This is your life! You aren’t a child anymore. The sooner you set yourself to your spiritual program, the happier you will be. The longer you wait, the more you’ll be vulnerable to mediocrity and feel filled with shame and regret, because you know you are capable of better. From this instant on, vow to stop disappointing yourself. Separate yourself from the mob. Decide to be extraordinary and do what you need to do – now.”","
    Epictetus,
  "
262,"“Look around you. Everything changes. Everything on this earth is in a continuous state of evolving, refining, improving, adapting, enhancing…changing. You were not put on this earth to remain stagnant.”","
    Steve Maraboli,
  "
263,“God helps those who strut their stuff.”,"
    Dan Sofer,
  "
264,"“Become the leader of your life. Lead yourself to where you want to be. Breathe life back into your ambitions, your desires, your goals, your relationships.”","
    Steve Maraboli,
  "
265,“And worse I may be yet: the worst is not,"
    William Shakespeare,
  "
266,"“My atheism, like that of","
    George Santayana,
  "
267,“One of the best ways to influence people is to make those around you feel important.”,"
    Roy T. Bennett
  "
268,"“Holding a grudge & harboring anger/resentment is poison to the soul. Get even with people...but not those who have hurt us, forget them, instead get even with those who have helped us.”","
    Steve Maraboli,
  "
269,"“Because when we give too many fucks, when we choose to give a fuck about everything, then we feel as though we are perpetually entitled to feel comfortable and happy at all times, that’s when life fucks us.”","
    Mark Manson,
  "
270,"“If an apology is followed by an excuse or a reason, it means they are going to commit same mistake again they just apologized for.”","
    Amit Kalantri
  "
271,“To be heroic is to be courageous enough to die for something; to be inspirational is to be crazy enough to live a little.”,"
    Criss Jami,
  "
272,“Make your work to be in keeping with your purpose”,"
    Leonardo da Vinci
  "
273,"“Until you change how you get things done, you'll never know what works best.”","
    Roy T. Bennett,
  "
274,“Your beliefs affect your choices. Your choices shape your actions. Your actions determine your results. The future you create depends upon the choices you make and the actions you take today.”,"
    Roy T. Bennett
  "
